ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	SOURCE_COGNATE_CLASS	PARTIAL	PARTIALID	CLPA	CONCEPTICON_ID	GLOTTOLOG
#
1779	Changsha	what kind of	laj⁴¹ko	l a j ⁴¹ k o	13	哪个	哪个	1011 1012	554 997 570 1177 838 887	727	xian1251
1780	Changsha	what kind of	o¹³t͡ʂʅ⁵⁵ko⁵⁵	o ¹³ ʈʂ ʅ ⁵⁵ k o ⁵⁵	16	何至个	何至个	1013 1014 1012	887 1168 699 977 1189 838 887 1189	727	xian1251
1781	Guiyang	what kind of	la⁴²ko²¹³	l a ⁴² k o ²¹³	13	哪个	哪个	1011 1012	554 997 1175 838 887 1154	727	mand1415
1782	Xiamen	what kind of	to⁵³loʔ⁵ʦit⁵e³⁵	t o ⁵³ l o ʔ ⁵ ts i t ⁵ e ³⁵	17	倒落一个	倒落一个	1015 1016 1017 1012	120 887 1185 554 887 409 1183 15 1076 120 1183 1089 1165	727	minn1241
1783	Hefei	what kind of	xa²⁴jəʔ⁵kə	x a ²⁴ j ə ʔ ⁵ k ə	18	哈一个	哈一个	1018 1017 1012	778 997 1156 570 1022 409 1183 838 1022	727	mand1415
1784	Jinan	what kind of	na⁵⁵ikə	n a ⁵⁵ i ⁰ k ə	14	哪一个	哪一个	1011 1017 1012	107 997 1189 1076 1171 838 1022	727	mand1415
1785	Hangzhou	what kind of	nɑ⁴⁴⁵ʔjəʔ⁵koʔ⁵	n ɑ ⁴⁴⁵ ʔ j ə ʔ ⁵ k o ʔ ⁵	14	哪一个	哪一个	1011 1017 1012	107 952 1180 409 570 1022 409 1183 838 887 409 1183	727	wuch1236
1786	Guangzhou	what kind of	pin⁵⁵kɔ³³	p i n ⁵⁵ k ɔ ³³	19	边个	边个	1019 1012	291 1076 107 1189 838 916 1161	727	yuec1235
1787	Nanchang	what kind of	lɑ²¹³ko⁰⁴	l ɑ ²¹³ k o ⁰⁴	13	哪个	哪个	1011 1012	554 952 1154 838 887 1173	727	ganc1239
1788	Chengdu	what kind of	na⁵³ko¹³	n a ⁵³ k o ¹³	13	哪个	哪个	1011 1012	107 997 1185 838 887 1168	727	mand1415
1789	Taoyuan	what kind of	na⁵³kwaj⁴⁵	n a ⁵³ k w a j ⁴⁵	15	哪块	哪块	1011 1020	107 997 1185 838 462 997 570 1181	727	hakk1236
1790	Taoyuan	what kind of	na⁵³kɤ⁴⁵	n a ⁵³ k ɤ ⁴⁵	13	哪个	哪个	1011 1012	107 997 1185 838 947 1181	727	hakk1236
1791	Beijing	what kind of	na²¹⁴kə	n a ²¹⁴ k ə	13	哪个	哪个	1011 1012	107 997 1155 838 1022	727	mand1415
1792	Kunming	what kind of	nᴀ⁵³kə²¹²	n a ⁵³ k ə ²¹²	13	哪个	哪个	1011 1012	107 997 1185 838 1022 1153	727	mand1415
1793	Shanghai	what kind of	ɦa¹³li¹³gəʔ¹	ɦ a ¹³ l i ¹³ ɡ ə ʔ ¹	21	鞋里个	鞋里个	1021 1022 1012	401 997 1168 554 1076 1168 831 1022 409 1166	727	wuch1236
#
256	Meixian	wheat	mak⁵e	m a k ⁵ e	44	麦儿	麦儿	104 105	241 997 838 1183 1089	1077	hakk1236
257	Changsha	wheat	mə²⁴ʦɿ	m ə ²⁴ ts ɿ	45	麦子	麦子	104 106	241 1022 1156 15 945	1077	xian1251
258	Guiyang	wheat	mɛ²¹ʦɿ⁴²	m ɛ ²¹ ts ɿ ⁴²	45	麦子	麦子	104 106	241 1121 1152 15 945 1175	1077	mand1415
259	Xiamen	wheat	beʔ⁵ja⁵³	b e ʔ ⁵ j a ⁵³	46	麦仔	麦仔	104 107	257 1089 409 1183 570 997 1185	1077	minn1241
260	Xiamen	wheat	beʔ⁵	b e ʔ ⁵	43	麦	麦	104	257 1089 409 1183	1077	minn1241
261	Hefei	wheat	mɐʔ⁵ʦə	m ɐ ʔ ⁵ ts ə	45	麦子	麦子	104 106	241 986 409 1183 15 1022	1077	mand1415
262	Jinan	wheat	mej²¹ʦɿ	m e j ²¹ ts ɿ	45	麦子	麦子	104 106	241 1089 570 1152 15 945	1077	mand1415
263	Hangzhou	wheat	mɑʔ²ʦɿ⁵³	m ɑ ʔ ² ts ɿ ⁵³	45	麦子	麦子	104 106	241 952 409 1149 15 945 1185	1077	wuch1236
264	Guangzhou	wheat	mɐk²	m ɐ k ²	43	麦	麦	104	241 986 838 1149	1077	yuec1235
265	Nanchang	wheat	mɑʔ²ʦɿ⁰²	m ɑ ʔ ² ts ɿ ⁰²	45	麦子	麦子	104 106	241 952 409 1149 15 945 1172	1077	ganc1239
266	Chengdu	wheat	me³¹ʦɿ⁵³	m e ³¹ ts ɿ ⁵³	45	麦子	麦子	104 106	241 1089 1162 15 945 1185	1077	mand1415
267	Taoyuan	wheat	mjəʔ²ʦəʔ	m j ə ʔ ² ts ə ʔ	45	麦子	麦子	104 106	241 570 1022 409 1149 15 1022 409	1077	hakk1236
268	Shexian	wheat	sjɔ³⁵mɛ²²	s j ɔ ³⁵ m ɛ ²²	85	小麦	小麦	108 104	89 570 916 1165 241 1121 1150	1077	hui1242
269	Shexian	wheat	mɛ²²	m ɛ ²²	43	麦	麦	104	241 1121 1150	1077	hui1242
270	Beijing	wheat	maj⁵¹ʦɿ¹	m a j ⁵¹ ts ɿ ¹	45	麦子	麦子	104 106	241 997 570 1186 15 945 1166	1077	mand1415
271	Kunming	wheat	mə³¹ʦɿ⁵³	m ə ³¹ ts ɿ ⁵³	45	麦子	麦子	104 106	241 1022 1162 15 945 1185	1077	mand1415
272	Shanghai	wheat	maʔ¹ʦɿ³⁵	m a ʔ ¹ ts ɿ ³⁵	45	麦子	麦子	104 106	241 997 409 1166 15 945 1165	1077	wuch1236
#
1721	Changsha	where	la⁴¹li	l a ⁴¹ l i	1161	哪里	哪里	961 962	554 997 1177 554 1076	1237	xian1251
1722	Changsha	where	la⁴¹kʰwaj⁴¹ʦɿ	l a ⁴¹ kʰ w a j ⁴¹ ts ɿ	1162	哪块子	哪块子	961 963 964	554 997 1177 820 462 997 570 1177 15 945	1237	xian1251
1723	Changsha	where	o¹³t͡ʂʅ⁵⁵	o ¹³ ʈʂ ʅ ⁵⁵	1169	何至	何至	965 966	887 1168 699 977 1189	1237	xian1251
1724	Guiyang	where	la⁴²tɛ⁴²	l a ⁴² t ɛ ⁴²	1164	哪点	哪点	961 967	554 997 1175 120 1121 1175	1237	mand1415
1725	Xiamen	where	to⁵³loʔʦit⁵te²¹	t o ⁵³ l o ʔ ⁰ ts i t ⁵ t e ²¹	1171	倒落一带	倒落一带	968 969 970 971	120 887 1185 554 887 409 1171 15 1076 120 1183 120 1089 1152	1237	minn1241
1726	Xiamen	where	to⁵³loʔ	t o ⁵³ l o ʔ	1170	倒落	倒落	968 969	120 887 1185 554 887 409	1237	minn1241
1727	Xiamen	where	sim⁵³miʔ⁵sɔ⁵³ʦaj²²	s i m ⁵³ m i ʔ ⁵ s ɔ ⁵³ ts a j ²²	1173	甚物所在	甚物所在	972 973 974 975	89 1076 241 1185 241 1076 409 1183 89 916 1185 15 997 570 1150	1237	minn1241
1728	Hefei	where	la²⁴kəʦə	l a ²⁴ k ə ⁰ ts ə	1166	哪格子	哪格子	961 976 964	554 997 1156 838 1022 1171 15 1022	1237	mand1415
1729	Jinan	where	na⁵⁵ȵi	n a ⁵⁵ nʲ i	1161	哪里	哪里	961 962	107 997 1189 101 1076	1237	mand1415
1730	Jinan	where	na⁵⁵	n a ⁵⁵	1160	哪	哪	961	107 997 1189	1237	mand1415
1731	Jinan	where	na⁵⁵li	n a ⁵⁵ l i	1161	哪里	哪里	961 962	107 997 1189 554 1076	1237	mand1415
1732	Hangzhou	where	nɑ⁵³li	n ɑ ⁵³ l i	1161	哪里	哪里	961 962	107 952 1185 554 1076	1237	wuch1236
1733	Guangzhou	where	pin⁵⁵	p i n ⁵⁵	1174	边	边	977	291 1076 107 1189	1237	yuec1235
1734	Guangzhou	where	pin⁵⁵tow²²	p i n ⁵⁵ t o w ²²	1175	边度	边度	977 978	291 1076 107 1189 120 887 462 1150	1237	yuec1235
1735	Guangzhou	where	pin⁵⁵sy³³	p i n ⁵⁵ s y ³³	1176	边处	边处	977 979	291 1076 107 1189 89 1047 1161	1237	yuec1235
1736	Nanchang	where	lɑ²¹³li⁰⁴	l ɑ ²¹³ l i ⁰⁴	1161	哪里	哪里	961 962	554 952 1154 554 1076 1173	1237	ganc1239
1737	Nanchang	where	lɑ²¹³kʰwaj⁰⁴ɕjɛʔ⁵ʦɿ⁰²	l ɑ ²¹³ kʰ w a j ⁰⁴ ɕ j ɛ ʔ ⁵ ts ɿ ⁰²	1163	哪块屑子	哪块屑子	961 963 980 964	554 952 1154 820 462 997 570 1173 204 570 1121 409 1183 15 945 1172	1237	ganc1239
1738	Taoyuan	where	na⁵³lɤ	n a ⁵³ l ɤ	1161	哪里	哪里	961 962	107 997 1185 554 947	1237	hakk1236
1739	Taoyuan	where	nar⁵³ʨja¹¹	n a r ⁵³ tɕ j a ¹¹	1167	哪儿家	哪家	961 981	107 997 153 1185 200 570 997 1169	1237	hakk1236
1740	Shexian	where	la³⁵li	l a ³⁵ l i	1161	哪里	哪里	961 962	554 997 1165 554 1076	1237	hui1242
1741	Shexian	where	mɛ⁴⁴ɛ²²lɔ²²tʰi²²	m ɛ ⁴⁴ ɛ ²² l ɔ ²² tʰ i ²²	1177	么唉落地	么唉落地	982 983 969 984	241 1121 1178 1121 1150 554 916 1150 138 1076 1150	1237	hui1242
1742	Beijing	where	nar²¹⁴	n a r ²¹⁴	1160	哪儿	哪	961	107 997 153 1155	1237	mand1415
1743	Beijing	where	na²¹⁴xar⁴	n a ²¹⁴ x a r ⁴	1168	哪下儿	哪下	961 985	107 997 1155 778 997 153 1174	1237	mand1415
1744	Kunming	where	nᴀ⁵³tjə³¹ə³¹	n a ⁵³ t j ə ³¹ ə ³¹	1165	哪点儿	哪点儿	961 967 986	107 997 1185 120 570 1022 1162 1022 1162	1237	mand1415
1745	Shanghai	where	sa³⁴di¹³fɑ̃⁵³	s a ³⁴ d i ¹³ f ɑ̃ ∼ ⁵³	1178	啥地方	啥地方	987 984 988	89 997 1164 145 1076 1168 452 951 1191 1185	1237	wuch1236
1746	Shanghai	where	ɦa¹³li¹³	ɦ a ¹³ l i ¹³	1179	鞋里	鞋里	989 962	401 997 1168 554 1076 1168	1237	wuch1236
#
1639	Changsha	who	laj⁴¹ko	l a j ⁴¹ k o	1081	哪个	哪个	888 889	554 997 570 1177 838 887	1235	xian1251
1640	Guiyang	who	la⁴²ko²¹³	l a ⁴² k o ²¹³	1081	哪个	哪个	888 889	554 997 1175 838 887 1154	1235	mand1415
1641	Xiamen	who	sjã⁵³laŋ³⁵	s j ã ∼ ⁵³ l a ŋ ³⁵	1083	啥人	啥人	890 891	89 570 1014 1191 1185 554 997 801 1165	1235	minn1241
1642	Xiamen	who	sim⁵³miʔ⁵laŋ³⁵	s i m ⁵³ m i ʔ ⁵ l a ŋ ³⁵	1084	甚物人	甚物人	892 893 891	89 1076 241 1185 241 1076 409 1183 554 997 801 1165	1235	minn1241
1643	Hefei	who	xa²⁴kə	x a ²⁴ k ə	1085	哈个	哈个	894 889	778 997 1156 838 1022	1235	mand1415
1644	Jinan	who	ʂej⁴²	ʂ e j ⁴²	1086	谁	谁	895	705 1089 570 1175	1235	mand1415
1645	Hangzhou	who	nɑ⁵³koʔ⁵	n ɑ ⁵³ k o ʔ ⁵	1081	哪个	哪个	888 889	107 952 1185 838 887 409 1183	1235	wuch1236
1646	Guangzhou	who	pin⁵⁵kɔ³³	p i n ⁵⁵ k ɔ ³³	1087	边个	边个	896 889	291 1076 107 1189 838 916 1161	1235	yuec1235
1647	Nanchang	who	lɑ²¹³ko⁰⁴	l ɑ ²¹³ k o ⁰⁴	1081	哪个	哪个	888 889	554 952 1154 838 887 1173	1235	ganc1239
1648	Chengdu	who	na⁵³ko¹³	n a ⁵³ k o ¹³	1081	哪个	哪个	888 889	107 997 1185 838 887 1168	1235	mand1415
1649	Taoyuan	who	swej¹¹	s w e j ¹¹	1086	谁	谁	895	89 462 1089 570 1169	1235	hakk1236
1650	Shexian	who	la³⁵iko³²⁴	l a ³⁵ i ⁰ k o ³²⁴	1082	哪一个	哪一个	888 897 889	554 997 1165 1076 1171 838 887 1160	1235	hui1242
1651	Beijing	who	ʂej³⁵	ʂ e j ³⁵	1086	谁	谁	895	705 1089 570 1165	1235	mand1415
1652	Kunming	who	nᴀ⁵³kə²¹²	n a ⁵³ k ə ²¹²	1081	哪个	哪个	888 889	107 997 1185 838 1022 1153	1235	mand1415
1653	Shanghai	who	sa³⁵ȵiŋ¹³	s a ³⁵ nʲ i ŋ ¹³	1083	啥人	啥人	890 891	89 997 1165 101 1076 801 1168	1235	wuch1236
#
927	Meixian	wife	law³¹pʰo¹¹	l a w ³¹ pʰ o ¹¹	677	老婆	老婆	456 457	554 997 462 1162 264 887 1169	1199	hakk1236
928	Changsha	wife	tan¹³kʰə²⁴	t a n ¹³ kʰ ə ²⁴	682	堂客	堂客	458 459	120 997 107 1168 820 1022 1156	1199	xian1251
929	Changsha	wife	po¹³po¹³ʦɿ	p o ¹³ p o ¹³ ts ɿ	680	婆婆子	婆婆子	457 457 460	291 887 1168 291 887 1168 15 945	1199	xian1251
930	Changsha	wife	ŋaj⁵⁵ʐən¹³	ŋ a j ⁵⁵ ʐ ə n ¹³	685	爱人	爱人	461 462	801 997 570 1189 706 1022 107 1168	1199	xian1251
931	Guiyang	wife	li⁴²lɛ⁵⁵	l i ⁴² l ɛ ⁵⁵	687	女的	女的	463 464	554 1076 1175 554 1121 1189	1199	mand1415
932	Guiyang	wife	li⁴²zen²¹	l i ⁴² z e n ²¹	686	女人	女人	463 462	554 1076 1175 80 1089 107 1152	1199	mand1415
933	Guiyang	wife	pʰo²¹ljaŋ⁵⁵	pʰ o ²¹ l j a ŋ ⁵⁵	681	婆娘	婆娘	457 465	264 887 1152 554 570 997 801 1189	1199	mand1415
934	Xiamen	wife	bɔ⁵³	b ɔ ⁵³	689	某	某	466	257 916 1185	1199	minn1241
935	Xiamen	wife	ʦʰu²¹laj²²laŋ³⁵	tsʰ u ²¹ l a j ²² l a ŋ ³⁵	690	厝里人	厝里人	467 468 462	13 868 1152 554 997 570 1150 554 997 801 1165	1199	minn1241
936	Hefei	wife	lᴇ²⁴lᴇmən	l ɛ ²⁴ l ɛ ⁰ m ə n	691	奶奶们	奶奶们	469 469 470	554 1121 1156 554 1121 1171 241 1022 107	1199	mand1415
937	Jinan	wife	lɔ⁵⁵pʰə	l ɔ ⁵⁵ pʰ ə	677	老婆	老婆	456 457	554 916 1189 264 1022	1199	mand1415
938	Jinan	wife	ȵy⁵⁵ti	nʲ y ⁵⁵ t i	687	女的	女的	463 464	101 1047 1189 120 1076	1199	mand1415
939	Jinan	wife	ʨja²¹³liti	tɕ j a ²¹³ l i ⁰ t i	693	家里的	家里的	471 468 464	200 570 997 1154 554 1076 1171 120 1076	1199	mand1415
940	Jinan	wife	ɕi²¹³fu	ɕ i ²¹³ f u	695	媳妇	媳妇	472 473	204 1076 1154 452 868	1199	mand1415
941	Jinan	wife	twej²¹ɕjaŋ²¹	t w e j ²¹ ɕ j a ŋ ²¹	696	对象	对象	474 475	120 462 1089 570 1152 204 570 997 801 1152	1199	mand1415
942	Hangzhou	wife	lɔ⁵³bo²¹³	l ɔ ⁵³ b o ²¹³	677	老婆	老婆	456 457	554 916 1185 257 887 1154	1199	wuch1236
943	Hangzhou	wife	ʔᴇ⁴⁴⁵zen²¹³	ʔ ɛ ⁴⁴⁵ z e n ²¹³	685	爱人	爱人	461 462	409 1121 1180 80 1089 107 1154	1199	wuch1236
944	Hangzhou	wife	ʔoʔ⁵li⁵³	ʔ o ʔ ⁵ l i ⁵³	697	屋里	屋里	476 468	409 887 409 1183 554 1076 1185	1199	wuch1236
945	Guangzhou	wife	low²³pʰɔ²¹	l o w ²³ pʰ ɔ ²¹	677	老婆	老婆	456 457	554 887 462 1151 264 916 1152	1199	yuec1235
946	Nanchang	wife	lɑw²¹³pʰo⁰⁴	l ɑ w ²¹³ pʰ o ⁰⁴	677	老婆	老婆	456 457	554 952 462 1154 264 887 1173	1199	ganc1239
947	Chengdu	wife	naw⁵³pʰo³¹	n a w ⁵³ pʰ o ³¹	677	老婆	老婆	456 457	107 997 462 1185 264 887 1162	1199	mand1415
948	Chengdu	wife	pʰo³¹ȵjaŋ³¹	pʰ o ³¹ nʲ j a ŋ ³¹	681	婆娘	婆娘	457 465	264 887 1162 101 570 997 801 1162	1199	mand1415
949	Chengdu	wife	ȵy⁵³zən³¹	nʲ y ⁵³ z ə n ³¹	686	女人	女人	463 462	101 1047 1185 80 1022 107 1162	1199	mand1415
950	Taoyuan	wife	law⁵³pʰɤ¹¹	l a w ⁵³ pʰ ɤ ¹¹	677	老婆	老婆	456 457	554 997 462 1185 264 947 1169	1199	hakk1236
951	Shexian	wife	lɔ³⁵pʰo⁴⁴	l ɔ ³⁵ pʰ o ⁴⁴	677	老婆	老婆	456 457	554 916 1165 264 887 1178	1199	hui1242
952	Shexian	wife	lɔ³⁵y²²	l ɔ ³⁵ y ²²	679	老妪	老妪	456 477	554 916 1165 1047 1150	1199	hui1242
953	Shexian	wife	tʰa⁴⁴ka³¹	tʰ a ⁴⁴ k a ³¹	683	堂家	堂家	458 471	138 997 1178 838 997 1162	1199	hui1242
954	Shexian	wife	ny³⁵jʌ̃⁴⁴	n y ³⁵ j ʌ̃ ∼ ⁴⁴	686	女人	女人	463 462	107 1047 1165 570 957 1191 1178	1199	hui1242
955	Shexian	wife	ka³¹li³⁵	k a ³¹ l i ³⁵	692	家里	家里	471 468	838 997 1162 554 1076 1165	1199	hui1242
956	Beijing	wife	ɕi³⁵fər³	ɕ i ³⁵ f ə r ³	695	媳妇儿	媳妇	472 473	204 1076 1165 452 1022 153 1158	1199	mand1415
957	Beijing	wife	lɑw²¹⁴pʰo³⁵ʦɿ	l ɑ w ²¹⁴ pʰ o ³⁵ ts ɿ	678	老婆子	老婆子	456 457 460	554 952 462 1155 264 887 1165 15 945	1199	mand1415
958	Kunming	wife	pʰo³¹njᴀ̃³¹	pʰ o ³¹ n j ã ∼ ³¹	681	婆娘	婆娘	457 465	264 887 1162 107 570 1014 1191 1162	1199	mand1415
959	Kunming	wife	lɔ⁵³pʰo³¹	l ɔ ⁵³ pʰ o ³¹	677	老婆	老婆	456 457	554 916 1185 264 887 1162	1199	mand1415
960	Kunming	wife	ɕi³¹fu²¹²	ɕ i ³¹ f u ²¹²	695	媳妇	媳妇	472 473	204 1076 1162 452 868 1153	1199	mand1415
961	Kunming	wife	ni⁵³ʐə̃³¹	n i ⁵³ ʐ ə̃ ∼ ³¹	686	女人	女人	463 462	107 1076 1185 706 1020 1191 1162	1199	mand1415
962	Kunming	wife	ni⁵³nə⁴⁴	n i ⁵³ n ə ⁴⁴	688	女呢	女呢	463 478	107 1076 1185 107 1022 1178	1199	mand1415
963	Kunming	wife	ʨjᴀ⁴⁴ʂəw⁵³nə⁴⁴	tɕ j a ⁴⁴ ʂ ə w ⁵³ n ə ⁴⁴	694	家首呢	家首呢	471 479 478	200 570 997 1178 705 1022 462 1185 107 1022 1178	1199	mand1415
964	Shanghai	wife	e³⁵ȵiŋ¹³	e ³⁵ nʲ i ŋ ¹³	685	爱人	爱人	461 462	1089 1165 101 1076 801 1168	1199	wuch1236
965	Shanghai	wife	lɔ²³bu¹³	l ɔ ²³ b u ¹³	677	老婆	老婆	456 457	554 916 1151 257 868 1168	1199	wuch1236
966	Shanghai	wife	ȵy¹³ȵiŋ¹³	nʲ y ¹³ nʲ i ŋ ¹³	686	女人	女人	463 462	101 1047 1168 101 1076 801 1168	1199	wuch1236
#
479	Meixian	window	ʦʰuŋ⁴⁴ŋe	tsʰ u ŋ ⁴⁴ ŋ e	432	窗儿	窗儿	223 224	13 868 801 1178 801 1089	1375	hakk1236
480	Changsha	window	ljan¹¹ʨʰɥan³³	l j a n ¹¹ tɕʰ ɥ a n ³³	437	亮窗	亮窗	225 223	554 570 997 107 1169 199 458 997 107 1161	1375	xian1251
481	Guiyang	window	ʦʰwaŋ⁵⁵ʦɿ⁴²	tsʰ w a ŋ ⁵⁵ ts ɿ ⁴²	433	窗子	窗子	223 226	13 462 997 801 1189 15 945 1175	1375	mand1415
482	Xiamen	window	tʰaŋ⁵⁵ŋa⁵³	tʰ a ŋ ⁵⁵ ŋ a ⁵³	434	窗仔	窗仔	223 227	138 997 801 1189 801 997 1185	1375	minn1241
483	Hefei	window	t͡ʂʰwɑ̃²¹ʦə	ʈʂʰ w ɑ̃ ∼ ²¹ ts ə	433	窗子	窗子	223 226	697 462 951 1191 1152 15 1022	1375	mand1415
484	Jinan	window	t͡ʂʰwaŋ²¹³xu	ʈʂʰ w a ŋ ²¹³ x u	435	窗户	窗户	223 228	697 462 997 801 1154 778 868	1375	mand1415
485	Jinan	window	t͡ʂʰwaŋ²¹³ʦɿ	ʈʂʰ w a ŋ ²¹³ ts ɿ	433	窗子	窗子	223 226	697 462 997 801 1154 15 945	1375	mand1415
486	Hangzhou	window	ʦʰɥɑŋ³³men²¹³	tsʰ ɥ ɑ ŋ ³³ m e n ²¹³	436	窗门	窗门	223 229	13 458 952 801 1161 241 1089 107 1154	1375	wuch1236
487	Hangzhou	window	ʦʰɥɑŋ³³ʦɿ⁵³	tsʰ ɥ ɑ ŋ ³³ ts ɿ ⁵³	433	窗子	窗子	223 226	13 458 952 801 1161 15 945 1185	1375	wuch1236
488	Guangzhou	window	ʦʰœŋ⁵⁵	tsʰ œ ŋ ⁵⁵	431	窗	窗	223	13 1059 801 1189	1375	yuec1235
489	Guangzhou	window	ʦʰœŋ⁵⁵mun²¹	tsʰ œ ŋ ⁵⁵ m u n ²¹	436	窗门	窗门	223 229	13 1059 801 1189 241 868 107 1152	1375	yuec1235
490	Nanchang	window	ʦʰɔŋ⁴²ʦɿ⁰²	tsʰ ɔ ŋ ⁴² ts ɿ ⁰²	433	窗子	窗子	223 226	13 916 801 1175 15 945 1172	1375	ganc1239
491	Nanchang	window	kɑʔ⁵ʦɿ⁰²	k ɑ ʔ ⁵ ts ɿ ⁰²	439	格子[旧]	格子	230 226	838 952 409 1183 15 945 1172	1375	ganc1239
492	Chengdu	window	ʦʰwaŋ⁵⁵xu	tsʰ w a ŋ ⁵⁵ x u	435	窗户	窗户	223 228	13 462 997 801 1189 778 868	1375	mand1415
493	Chengdu	window	ʦʰwaŋ⁵⁵ʦɿ	tsʰ w a ŋ ⁵⁵ ts ɿ	433	窗子	窗子	223 226	13 462 997 801 1189 15 945	1375	mand1415
494	Taoyuan	window	ʦʰwɒ̃¹¹xu⁴⁵	tsʰ w ɒ̃ ∼ ¹¹ x u ⁴⁵	435	窗户	窗户	223 228	13 462 902 1191 1169 778 868 1181	1375	hakk1236
495	Taoyuan	window	ʦʰwɒ̃¹¹ʦəʔ	tsʰ w ɒ̃ ∼ ¹¹ ts ə ʔ	433	窗子	窗子	223 226	13 462 902 1191 1169 15 1022 409	1375	hakk1236
496	Shexian	window	kʰɛ³⁵ʦʰo³¹	kʰ ɛ ³⁵ tsʰ o ³¹	440	槛窗	槛窗	231 223	820 1121 1165 13 887 1162	1375	hui1242
497	Shexian	window	kʰɛ³⁵tʰa²²	kʰ ɛ ³⁵ tʰ a ²²	441	槛闼	槛闼	231 232	820 1121 1165 138 997 1150	1375	hui1242
498	Beijing	window	t͡ʂʰwɑŋ⁵⁵xu²	ʈʂʰ w ɑ ŋ ⁵⁵ x u ²	435	窗户	窗户	223 228	697 462 952 801 1189 778 868 1149	1375	mand1415
499	Kunming	window	t͡ʂʰwᴀ̃⁴⁴xoŋ⁴⁴	ʈʂʰ w ã ∼ ⁴⁴ x o ŋ ⁴⁴	435	窗户	窗户	223 228	697 462 1014 1191 1178 778 887 801 1178	1375	mand1415
500	Shanghai	window	ʦʰɑ̃⁵³məŋ¹³	tsʰ ɑ̃ ∼ ⁵³ m ə ŋ ¹³	436	窗门	窗门	223 229	13 951 1191 1185 241 1022 801 1168	1375	wuch1236
501	Shanghai	window	ʦʰɑ̃⁵³	tsʰ ɑ̃ ∼ ⁵³	431	窗	窗	223	13 951 1191 1185	1375	wuch1236
#
1195	Meixian	woman	fu⁵³ŋin¹¹ka⁴⁴	f u ⁵³ ŋ i n ¹¹ k a ⁴⁴	807	妇人家	妇人家	593 594 595	452 868 1185 801 1076 107 1169 838 997 1178	962	hakk1236
1196	Changsha	woman	ȵy⁴¹ʐən¹³	nʲ y ⁴¹ ʐ ə n ¹³	808	女人	女人	596 594	101 1047 1177 706 1022 107 1168	962	xian1251
1197	Changsha	woman	ȵy⁴¹ti	nʲ y ⁴¹ t i	810	女的	女的	596 597	101 1047 1177 120 1076	962	xian1251
1198	Changsha	woman	tan¹³kʰə²⁴mən	t a n ¹³ kʰ ə ²⁴ m ə n	816	堂客们	堂客们	598 599 600	120 997 107 1168 820 1022 1156 241 1022 107	962	xian1251
1199	Guiyang	woman	li⁴²lɛ	l i ⁴² l ɛ	810	女的	女的	596 597	554 1076 1175 554 1121	962	mand1415
1200	Guiyang	woman	li⁴²sen⁵⁵	l i ⁴² s e n ⁵⁵	812	女生	女生	596 601	554 1076 1175 89 1089 107 1189	962	mand1415
1201	Xiamen	woman	ʦa³⁵bɔ	ts a ³⁵ b ɔ	820	查某	查某	602 603	15 997 1165 257 916	962	minn1241
1202	Xiamen	woman	lu⁵³e	l u ⁵³ e	810	女的	女的	596 597	554 868 1185 1089	962	minn1241
1203	Hefei	woman	zy²⁴tjəʔ	z y ²⁴ t j ə ʔ	810	女的	女的	596 597	80 1047 1156 120 570 1022 409	962	mand1415
1204	Hefei	woman	lᴇ²⁴lᴇmən	l ɛ ²⁴ l ɛ ⁰ m ə n	821	奶奶们	奶奶们	604 604 600	554 1121 1156 554 1121 1171 241 1022 107	962	mand1415
1205	Jinan	woman	ȵy⁵⁵ʐẽ⁴²	nʲ y ⁵⁵ ʐ ẽ ∼ ⁴²	808	女人	女人	596 594	101 1047 1189 706 1090 1191 1175	962	mand1415
1206	Jinan	woman	ȵy⁵⁵ti	nʲ y ⁵⁵ t i	810	女的	女的	596 597	101 1047 1189 120 1076	962	mand1415
1207	Jinan	woman	ȵjaŋ⁴²mer	nʲ j a ŋ ⁴² m e r	822	娘们儿	娘们	605 600	101 570 997 801 1175 241 1089 153	962	mand1415
1208	Hangzhou	woman	ny⁵³zen²¹³ʨjɑ³³	n y ⁵³ z e n ²¹³ tɕ j ɑ ³³	809	女人家	女人家	596 594 595	107 1047 1185 80 1089 107 1154 200 570 952 1161	962	wuch1236
1209	Guangzhou	woman	nøɥ²³jɐn²¹	n ø ɥ ²³ j ɐ n ²¹	808	女人	女人	596 594	107 1052 458 1151 570 986 107 1152	962	yuec1235
1210	Nanchang	woman	ȵy²¹³ko⁰⁴	nʲ y ²¹³ k o ⁰⁴	813	女个	女个	596 606	101 1047 1154 838 887 1173	962	ganc1239
1211	Nanchang	woman	ȵy²¹³kʰɑʔ⁰⁴fo⁰⁴li⁰⁴	nʲ y ²¹³ kʰ ɑ ʔ ⁰⁴ f o ⁰⁴ l i ⁰⁴	811	女客火里	女客火里	596 599 607 608	101 1047 1154 820 952 409 1173 452 887 1173 554 1076 1173	962	ganc1239
1212	Chengdu	woman	ȵy⁵³zən³¹	nʲ y ⁵³ z ə n ³¹	808	女人	女人	596 594	101 1047 1185 80 1022 107 1162	962	mand1415
1213	Chengdu	woman	ȵy⁵³ni	nʲ y ⁵³ n i	810	女的	女的	596 597	101 1047 1185 107 1076	962	mand1415
